id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
2795,Lisboa,Paris,Paris,,50,Nao,Cabine,Entregue,Normal,Cancelado,338
2796,Roma,Porto,Los Angeles,Los Angeles,69,Nao,Cabine,Entregue,Normal,Cancelado,2686
2797,Paris,Barcelona,Los Angeles,Rio de Janeiro;Porto,162,Sim,Porão,Perdida,Normal,Normal,6348
2798,Rio de Janeiro,Bangkok,Bangkok,Funchal,10,Nao,Porão,Entregue,Normal,Cancelado,9241
2799,Lisboa,Dubai,Dubai,,34,Nao,Cabine,Entregue,Frágil,Cancelado,9672
2800,Roma,Lisboa,São Paulo,São Paulo;Tóquio,28,Sim,Cabine,Em trânsito,Normal,Normal,737
2801,Porto,Sydney,Madrid,London;Madrid,20,Sim,Porão,Em trânsito,Normal,Normal,1942
2802,Barcelona,Madrid,Nova Iorque,Funchal;Paris;Dubai,146,Sim,Cabine,Perdida,Normal,Normal,1413
2803,Rio de Janeiro,São Paulo,São Paulo,,33,Nao,Cabine,Entregue,Normal,Normal,5656
2804,Madrid,Funchal,Sydney,Sydney,27,Nao,Cabine,Entregue,Normal,Cancelado,6063
2805,Sydney,Barcelona,Roma,Rio de Janeiro;Porto,128,Sim,Porão,Perdida,Frágil,Normal,1404
2806,Dubai,Tóquio,Paris,Lisboa;Paris;Bangkok,32,Sim,Porão,Em trânsito,Normal,Atrasado,8764
2807,Rio de Janeiro,São Paulo,Los Angeles,Lisboa;Los Angeles,10,Sim,Porão,Em trânsito,Valiosa,Atrasado,5787
2808,Paris,Barcelona,Lisboa,Lisboa,45,Sim,Porão,Em trânsito,Normal,Atrasado,7165
2809,Rio de Janeiro,Dubai,Roma,São Paulo;Paris;Funchal,191,Sim,Cabine,Perdida,Frágil,Normal,4587
2810,Dubai,Sydney,Sydney,,59,Nao,Porão,Entregue,Frágil,Normal,3913
2811,Bangkok,Rio de Janeiro,Funchal,Funchal,29,Sim,Porão,Em trânsito,Normal,Normal,5050
2812,Nova Iorque,Dubai,São Paulo,São Paulo,10,Nao,Cabine,Entregue,Normal,Cancelado,6687
2813,Tóquio,Los Angeles,Los Angeles,,27,Nao,Porão,Entregue,Frágil,Cancelado,6706
2814,Funchal,Bangkok,Los Angeles,Rio de Janeiro;São Paulo,134,Sim,Cabine,Perdida,Valiosa,Atrasado,3275
2815,London,Tóquio,Tóquio,,58,Nao,Porão,Entregue,Normal,Cancelado,2518
2816,Paris,Tóquio,Madrid,London;São Paulo;Los Angeles,187,Sim,Cabine,Perdida,Valiosa,Normal,7253
2817,Los Angeles,Sydney,Roma,Paris;Porto,167,Sim,Porão,Perdida,Normal,Normal,9152
2818,Barcelona,Paris,Lisboa,,155,Sim,Porão,Perdida,Normal,Normal,1776
2819,Los Angeles,Lisboa,Lisboa,Roma;London;Funchal,70,Nao,Porão,Entregue,Frágil,Atrasado,4530
2820,Funchal,London,Lisboa,Lisboa,17,Sim,Porão,Em trânsito,Normal,Atrasado,5113
2821,Porto,Paris,Paris,,21,Nao,Porão,Entregue,Normal,Atrasado,1537
2822,Nova Iorque,Lisboa,Lisboa,,67,Nao,Porão,Entregue,Normal,Normal,6777
2823,Tóquio,São Paulo,Roma,Lisboa;Dubai;Barcelona,195,Sim,Porão,Perdida,Normal,Atrasado,3628
2824,Tóquio,Dubai,Dubai,Porto;São Paulo,65,Nao,Porão,Entregue,Frágil,Cancelado,8980
2825,London,Tóquio,Sydney,Nova Iorque,193,Sim,Porão,Perdida,Normal,Normal,3627
2826,Porto,Barcelona,Barcelona,,15,Nao,Porão,Entregue,Normal,Atrasado,4262
2827,Sydney,Porto,Porto,Rio de Janeiro;Bangkok,60,Nao,Porão,Entregue,Normal,Atrasado,8911
2828,Funchal,São Paulo,Paris,Porto;Dubai;Paris,19,Sim,Porão,Em trânsito,Normal,Atrasado,6121
2829,Tóquio,Paris,Rio de Janeiro,Rio de Janeiro;Los Angeles;Funchal,22,Sim,Porão,Em trânsito,Normal,Atrasado,8266
2830,Paris,Nova Iorque,Barcelona,Dubai;London,130,Sim,Porão,Perdida,Frágil,Atrasado,5913
2831,Dubai,Rio de Janeiro,Los Angeles,,130,Sim,Porão,Perdida,Frágil,Atrasado,6642
2832,Los Angeles,Madrid,Nova Iorque,Nova Iorque,31,Sim,Cabine,Em trânsito,Normal,Atrasado,5639
2833,Bangkok,São Paulo,Los Angeles,London;Sydney;Dubai,137,Sim,Porão,Perdida,Frágil,Atrasado,5473
2834,Lisboa,Nova Iorque,Nova Iorque,,38,Nao,Porão,Entregue,Frágil,Atrasado,1229
2835,Rio de Janeiro,Bangkok,Sydney,Sydney;Nova Iorque;Lisboa,23,Nao,Porão,Entregue,Frágil,Cancelado,2322
2836,Madrid,Porto,Porto,Bangkok,55,Nao,Cabine,Entregue,Normal,Atrasado,173
2837,Funchal,Sydney,Sydney,,28,Nao,Porão,Entregue,Normal,Atrasado,7850
2838,Dubai,Sydney,Sydney,,46,Nao,Porão,Entregue,Frágil,Normal,7850
2839,Tóquio,Nova Iorque,Barcelona,Barcelona;Rio de Janeiro;Dubai,32,Sim,Porão,Em trânsito,Normal,Atrasado,3366
2840,Porto,London,London,,44,Nao,Porão,Entregue,Normal,Cancelado,6596
2841,Funchal,Roma,Bangkok,Bangkok;London,23,Sim,Porão,Em trânsito,Normal,Atrasado,4837
2842,Rio de Janeiro,Tóquio,Dubai,Dubai,22,Sim,Porão,Em trânsito,Normal,Normal,4629
2843,Funchal,Madrid,Nova Iorque,Nova Iorque;Porto;Tóquio,18,Sim,Porão,Em trânsito,Normal,Normal,1698
2844,São Paulo,Tóquio,Tóquio,,40,Nao,Porão,Entregue,Frágil,Atrasado,5188
2845,Bangkok,Paris,Lisboa,Sydney;Porto;Barcelona,170,Sim,Cabine,Perdida,Valiosa,Atrasado,3153
2846,Funchal,Barcelona,Porto,Porto,15,Nao,Cabine,Entregue,Normal,Cancelado,7768
2847,Porto,Paris,Tóquio,Sydney;Bangkok,136,Sim,Cabine,Perdida,Normal,Atrasado,6195
2848,Funchal,Porto,Dubai,,136,Sim,Porão,Perdida,Valiosa,Normal,3213
2849,Los Angeles,Madrid,Sydney,Sydney,20,Sim,Porão,Em trânsito,Normal,Normal,4688
2850,London,Rio de Janeiro,Rio de Janeiro,Bangkok;Madrid,12,Nao,Porão,Entregue,Frágil,Atrasado,7538
2851,Lisboa,Roma,Roma,Bangkok;Funchal,15,Nao,Porão,Entregue,Normal,Normal,9364
2852,Bangkok,Tóquio,Barcelona,Nova Iorque;Funchal;Rio de Janeiro,119,Sim,Porão,Perdida,Normal,Normal,2150
2853,Barcelona,São Paulo,Nova Iorque,Nova Iorque;Madrid,38,Sim,Porão,Em trânsito,Normal,Normal,3816
2854,Funchal,Sydney,Roma,,152,Sim,Porão,Perdida,Frágil,Normal,8079
2855,Funchal,Porto,Tóquio,Lisboa;Tóquio;Paris,10,Sim,Cabine,Em trânsito,Frágil,Atrasado,9125
2856,São Paulo,Roma,Lisboa,Porto,190,Sim,Porão,Perdida,Normal,Atrasado,1960
2857,Barcelona,São Paulo,São Paulo,,66,Nao,Porão,Entregue,Normal,Cancelado,2966
2858,Porto,Funchal,Funchal,,37,Nao,Porão,Entregue,Normal,Normal,9901
2859,London,Nova Iorque,São Paulo,Rio de Janeiro;Porto;São Paulo,28,Sim,Cabine,Em trânsito,Normal,Normal,8361
2860,Los Angeles,Bangkok,Bangkok,Sydney,67,Nao,Porão,Entregue,Frágil,Cancelado,3481
2861,Sydney,Los Angeles,Roma,Roma,18,Sim,Cabine,Em trânsito,Frágil,Normal,7733
2862,Porto,London,London,,10,Nao,Porão,Entregue,Frágil,Cancelado,9768
2863,Barcelona,Madrid,Roma,,148,Sim,Cabine,Perdida,Frágil,Normal,4783
2864,Nova Iorque,Dubai,Rio de Janeiro,Bangkok;Rio de Janeiro,15,Nao,Cabine,Entregue,Frágil,Cancelado,7062
2865,Rio de Janeiro,Roma,Paris,Dubai;Los Angeles,127,Sim,Porão,Perdida,Normal,Normal,8647
2866,Sydney,São Paulo,São Paulo,Lisboa;Dubai,41,Nao,Porão,Entregue,Normal,Atrasado,4376
2867,Sydney,Rio de Janeiro,Los Angeles,Roma;London;Los Angeles,29,Sim,Porão,Em trânsito,Frágil,Normal,7203
2868,São Paulo,Lisboa,Funchal,Funchal,20,Sim,Cabine,Em trânsito,Frágil,Atrasado,8968
2869,Barcelona,London,London,,59,Nao,Porão,Entregue,Normal,Cancelado,7589
2870,Sydney,Tóquio,Funchal,Barcelona;Porto;Funchal,14,Sim,Cabine,Em trânsito,Frágil,Normal,6525
2871,Dubai,London,London,,60,Nao,Cabine,Entregue,Normal,Cancelado,9135
2872,Roma,Tóquio,Bangkok,Bangkok;Lisboa,1,Sim,Porão,Em trânsito,Normal,Normal,6924
2873,Tóquio,Madrid,Madrid,,26,Nao,Porão,Entregue,Frágil,Cancelado,2717
2874,London,Los Angeles,Los Angeles,Paris,57,Nao,Cabine,Entregue,Frágil,Normal,7510
2875,Bangkok,Nova Iorque,London,Barcelona;Roma;London,18,Sim,Porão,Em trânsito,Normal,Normal,1789
2876,Barcelona,Roma,Lisboa,Porto;Lisboa,5,Sim,Cabine,Em trânsito,Frágil,Atrasado,2477
2877,Bangkok,Madrid,Madrid,Porto;Tóquio;Paris,32,Nao,Porão,Entregue,Normal,Normal,5288
2878,Lisboa,São Paulo,São Paulo,,43,Nao,Porão,Entregue,Valiosa,Cancelado,1258
2879,Paris,Rio de Janeiro,Sydney,London,100,Sim,Cabine,Perdida,Frágil,Normal,7863
2880,Dubai,Funchal,Lisboa,,181,Sim,Porão,Perdida,Frágil,Normal,1971
2881,Porto,Bangkok,Madrid,Madrid,16,Sim,Porão,Em trânsito,Valiosa,Atrasado,1761
2882,Funchal,Paris,São Paulo,São Paulo;Sydney,35,Sim,Porão,Em trânsito,Normal,Atrasado,2425
2883,Funchal,Sydney,Barcelona,Barcelona;Roma,26,Sim,Cabine,Em trânsito,Normal,Normal,3989
2884,Dubai,Sydney,Los Angeles,London,112,Sim,Cabine,Perdida,Frágil,Atrasado,7219
2885,Los Angeles,Roma,Roma,Paris;Madrid,21,Nao,Cabine,Entregue,Normal,Atrasado,5219
2886,Barcelona,London,Nova Iorque,Nova Iorque;Porto;Roma,33,Sim,Cabine,Em trânsito,Valiosa,Atrasado,2358
2887,Barcelona,Los Angeles,Paris,Paris;Roma,33,Sim,Porão,Em trânsito,Frágil,Atrasado,6735
2888,Madrid,Roma,London,Barcelona;Los Angeles,183,Sim,Cabine,Perdida,Normal,Normal,4528
2889,Los Angeles,Dubai,Rio de Janeiro,Rio de Janeiro,24,Sim,Cabine,Em trânsito,Normal,Normal,671
2890,Roma,Rio de Janeiro,Rio de Janeiro,Sydney,72,Nao,Cabine,Entregue,Normal,Normal,2256
2891,Nova Iorque,Rio de Janeiro,Porto,Sydney;Porto,22,Sim,Porão,Em trânsito,Frágil,Atrasado,2087
2892,São Paulo,Sydney,Sydney,,27,Nao,Porão,Entregue,Normal,Atrasado,4973
2893,Funchal,Rio de Janeiro,Madrid,Madrid;Tóquio;Nova Iorque,32,Sim,Cabine,Em trânsito,Normal,Atrasado,7434
2894,Porto,Los Angeles,Rio de Janeiro,Sydney;Dubai;Lisboa,192,Sim,Cabine,Perdida,Normal,Atrasado,1557
2895,Lisboa,Bangkok,São Paulo,São Paulo,51,Nao,Porão,Entregue,Frágil,Cancelado,1055
2896,Madrid,Funchal,Sydney,Sydney;São Paulo;Porto,29,Nao,Porão,Entregue,Normal,Cancelado,4588
2897,Tóquio,Los Angeles,Funchal,,126,Sim,Porão,Perdida,Frágil,Normal,6222
2898,Dubai,Sydney,Sydney,,18,Nao,Porão,Entregue,Frágil,Atrasado,2525
2899,Madrid,Porto,Porto,Los Angeles;Roma,27,Nao,Porão,Entregue,Normal,Normal,9020
2900,Roma,Nova Iorque,Paris,Los Angeles;Paris;Lisboa,11,Nao,Cabine,Entregue,Frágil,Cancelado,1214
2901,Roma,Tóquio,Barcelona,Porto;Barcelona,36,Sim,Porão,Em trânsito,Frágil,Atrasado,5358
2902,Barcelona,Dubai,Nova Iorque,Porto;Nova Iorque;Lisboa,28,Sim,Cabine,Em trânsito,Frágil,Atrasado,332
2903,Barcelona,Bangkok,Bangkok,,57,Nao,Cabine,Entregue,Normal,Normal,4755
2904,São Paulo,Los Angeles,London,Paris;Porto;London,27,Sim,Porão,Em trânsito,Frágil,Normal,4606
2905,London,Funchal,Funchal,,37,Nao,Porão,Entregue,Frágil,Cancelado,3047
2906,Sydney,Rio de Janeiro,Rio de Janeiro,Roma;Dubai,68,Nao,Porão,Entregue,Frágil,Atrasado,1314
2907,Sydney,Nova Iorque,Nova Iorque,Rio de Janeiro;Madrid,39,Nao,Cabine,Entregue,Normal,Atrasado,1208
2908,London,Madrid,Barcelona,Tóquio;Barcelona;Porto,35,Sim,Porão,Em trânsito,Normal,Normal,5431
2909,London,Paris,Rio de Janeiro,,144,Sim,Porão,Perdida,Normal,Normal,5176
2910,Los Angeles,Rio de Janeiro,Nova Iorque,Barcelona;Funchal,136,Sim,Porão,Perdida,Normal,Normal,4851
2911,Dubai,Nova Iorque,Nova Iorque,São Paulo;Madrid;Barcelona,63,Nao,Porão,Entregue,Frágil,Atrasado,5134
2912,Porto,London,London,Barcelona;Lisboa,27,Nao,Porão,Entregue,Normal,Atrasado,6463
2913,Los Angeles,Bangkok,Nova Iorque,Porto;Paris;Madrid,190,Sim,Porão,Perdida,Normal,Normal,7354
2914,Bangkok,Tóquio,Lisboa,Dubai,161,Sim,Porão,Perdida,Frágil,Normal,6930
2915,Paris,São Paulo,São Paulo,,61,Nao,Porão,Entregue,Frágil,Cancelado,6375
2916,Rio de Janeiro,Tóquio,Lisboa,,147,Sim,Porão,Perdida,Normal,Normal,6619
2917,Tóquio,Barcelona,São Paulo,Rio de Janeiro,101,Sim,Porão,Perdida,Normal,Atrasado,5072
2918,Dubai,Paris,Paris,,64,Nao,Porão,Entregue,Frágil,Normal,590
2919,Funchal,Lisboa,Bangkok,,141,Sim,Cabine,Perdida,Normal,Atrasado,9538
2920,Nova Iorque,London,Lisboa,Los Angeles;Lisboa;São Paulo,28,Sim,Porão,Em trânsito,Normal,Atrasado,5540
2921,Barcelona,Nova Iorque,Roma,Dubai,171,Sim,Porão,Perdida,Frágil,Normal,772
2922,Rio de Janeiro,London,Dubai,Lisboa;Dubai,1,Sim,Cabine,Em trânsito,Frágil,Normal,7958
2923,Porto,Dubai,Paris,São Paulo;Tóquio,119,Sim,Porão,Perdida,Frágil,Normal,2231
2924,Rio de Janeiro,Bangkok,Bangkok,,61,Nao,Cabine,Entregue,Frágil,Atrasado,9208
2925,Roma,Sydney,Rio de Janeiro,London,196,Sim,Cabine,Perdida,Frágil,Normal,1192
2926,Roma,Rio de Janeiro,Rio de Janeiro,,48,Nao,Porão,Entregue,Normal,Cancelado,8095
2927,Lisboa,Los Angeles,London,Dubai,178,Sim,Porão,Perdida,Valiosa,Normal,5106
2928,Barcelona,Bangkok,Bangkok,London,46,Nao,Cabine,Entregue,Normal,Atrasado,6908
2929,Los Angeles,Lisboa,São Paulo,São Paulo;Rio de Janeiro,19,Sim,Porão,Em trânsito,Frágil,Normal,1862
2930,Nova Iorque,London,London,Lisboa;Sydney;Dubai,39,Nao,Porão,Entregue,Normal,Atrasado,7148
2931,Bangkok,Rio de Janeiro,Los Angeles,Lisboa;Los Angeles;Madrid,40,Sim,Cabine,Em trânsito,Valiosa,Atrasado,8826
2932,Tóquio,Rio de Janeiro,Barcelona,Madrid;Barcelona;Porto,61,Nao,Porão,Entregue,Normal,Cancelado,2604
2933,Sydney,Tóquio,London,Barcelona;Porto,184,Sim,Porão,Perdida,Normal,Atrasado,149
2934,Rio de Janeiro,Dubai,Dubai,,46,Nao,Porão,Entregue,Normal,Normal,5466
2935,Nova Iorque,Madrid,Lisboa,Lisboa,18,Sim,Cabine,Em trânsito,Normal,Atrasado,9631
2936,Lisboa,Los Angeles,Dubai,Rio de Janeiro;São Paulo,174,Sim,Cabine,Perdida,Frágil,Atrasado,195
2937,Tóquio,Funchal,Funchal,,31,Nao,Porão,Entregue,Normal,Cancelado,4738
2938,London,Rio de Janeiro,Rio de Janeiro,,22,Nao,Cabine,Entregue,Normal,Cancelado,1646
2939,London,Paris,São Paulo,São Paulo;Dubai,44,Nao,Porão,Entregue,Normal,Cancelado,6714
2940,Nova Iorque,Rio de Janeiro,Tóquio,Madrid;Roma;Lisboa,107,Sim,Cabine,Perdida,Normal,Atrasado,3697
2941,Sydney,Barcelona,Barcelona,,45,Nao,Cabine,Entregue,Normal,Normal,8370
2942,Funchal,Lisboa,Paris,Roma;Los Angeles;Paris,12,Sim,Porão,Em trânsito,Valiosa,Atrasado,8233
2943,Sydney,Madrid,Madrid,Porto;São Paulo;Funchal,18,Nao,Porão,Entregue,Normal,Atrasado,1968
2944,Bangkok,Rio de Janeiro,Rio de Janeiro,Sydney;Los Angeles;Barcelona,60,Nao,Cabine,Entregue,Frágil,Cancelado,8559
2945,Barcelona,Paris,London,Funchal,166,Sim,Cabine,Perdida,Frágil,Atrasado,6665
2946,Dubai,Rio de Janeiro,Los Angeles,Tóquio;Sydney;Los Angeles,11,Nao,Porão,Entregue,Normal,Cancelado,7309
2947,Funchal,Sydney,Sydney,,59,Nao,Cabine,Entregue,Frágil,Cancelado,3523
2948,Barcelona,São Paulo,Nova Iorque,Nova Iorque;Sydney;Dubai,38,Sim,Porão,Em trânsito,Frágil,Normal,5896
2949,Tóquio,Bangkok,Bangkok,Dubai;Madrid;Roma,65,Nao,Cabine,Entregue,Normal,Normal,2546
2950,Sydney,London,London,,26,Nao,Porão,Entregue,Normal,Normal,2730
2951,Barcelona,Roma,Bangkok,Bangkok,16,Sim,Porão,Em trânsito,Normal,Atrasado,4940
2952,São Paulo,Funchal,Funchal,Paris,32,Nao,Porão,Entregue,Frágil,Normal,6307
2953,Tóquio,Madrid,Madrid,Rio de Janeiro;Paris,11,Nao,Porão,Entregue,Normal,Normal,2142
2954,Sydney,Porto,Porto,Paris;Lisboa;São Paulo,13,Nao,Cabine,Entregue,Normal,Atrasado,4143
2955,Lisboa,Sydney,Los Angeles,Dubai;London,137,Sim,Porão,Perdida,Normal,Normal,3190
2956,Madrid,Barcelona,Barcelona,Tóquio;São Paulo,51,Nao,Porão,Entregue,Normal,Normal,9980
2957,Los Angeles,Bangkok,Madrid,Rio de Janeiro;Nova Iorque,162,Sim,Porão,Perdida,Normal,Atrasado,1064
2958,Tóquio,London,London,,38,Nao,Porão,Entregue,Normal,Cancelado,2221
2959,Los Angeles,Funchal,Funchal,,43,Nao,Porão,Entregue,Normal,Normal,7608
2960,Funchal,Rio de Janeiro,Rio de Janeiro,São Paulo;Porto,24,Nao,Cabine,Entregue,Normal,Atrasado,9700
2961,Roma,Lisboa,Lisboa,Bangkok,49,Nao,Cabine,Entregue,Frágil,Normal,8445
2962,Porto,São Paulo,São Paulo,,23,Nao,Porão,Entregue,Normal,Normal,4361
2963,Sydney,Barcelona,Paris,Bangkok;Nova Iorque;Paris,28,Sim,Porão,Em trânsito,Normal,Atrasado,6475
2964,Funchal,Lisboa,Lisboa,Nova Iorque;São Paulo;London,10,Nao,Porão,Entregue,Normal,Normal,8373
2965,Paris,Sydney,Sydney,Porto;London;Rio de Janeiro,20,Nao,Porão,Entregue,Valiosa,Atrasado,8811
2966,Roma,São Paulo,Rio de Janeiro,London;Los Angeles,137,Sim,Cabine,Perdida,Normal,Atrasado,2188
2967,Lisboa,Bangkok,Bangkok,Madrid;Porto;Barcelona,30,Nao,Porão,Entregue,Valiosa,Atrasado,2541
2968,Dubai,Roma,Funchal,Funchal;Paris,19,Sim,Cabine,Em trânsito,Frágil,Normal,538
2969,Madrid,Nova Iorque,Nova Iorque,,37,Nao,Porão,Entregue,Normal,Normal,526
2970,London,Los Angeles,Funchal,Funchal,45,Nao,Cabine,Entregue,Normal,Cancelado,4320
2971,Los Angeles,Tóquio,Nova Iorque,Nova Iorque;Bangkok,17,Sim,Porão,Em trânsito,Normal,Normal,5237
2972,London,São Paulo,Funchal,Barcelona;Nova Iorque,114,Sim,Cabine,Perdida,Normal,Normal,1388
2973,Funchal,Rio de Janeiro,Rio de Janeiro,,37,Nao,Cabine,Entregue,Normal,Normal,8747
2974,London,Madrid,Funchal,Funchal;Lisboa,32,Sim,Porão,Em trânsito,Frágil,Atrasado,7216
2975,São Paulo,Funchal,Madrid,Tóquio;Bangkok;Roma,137,Sim,Porão,Perdida,Valiosa,Normal,3650
2976,Paris,London,São Paulo,Roma;São Paulo,30,Sim,Porão,Em trânsito,Valiosa,Atrasado,6448
2977,Sydney,Bangkok,Dubai,London;Dubai,31,Sim,Porão,Em trânsito,Valiosa,Atrasado,6006
2978,Barcelona,Porto,Porto,,43,Nao,Porão,Entregue,Normal,Atrasado,8085
2979,Los Angeles,Lisboa,São Paulo,Tóquio;Roma;Barcelona,191,Sim,Cabine,Perdida,Frágil,Normal,3889
2980,Lisboa,Roma,São Paulo,Nova Iorque,139,Sim,Porão,Perdida,Normal,Atrasado,3853
2981,Dubai,Tóquio,London,Bangkok;Barcelona;Paris,175,Sim,Cabine,Perdida,Normal,Normal,9888
2982,Sydney,Dubai,Madrid,Paris;Funchal,138,Sim,Porão,Perdida,Frágil,Atrasado,918
2983,Bangkok,Sydney,Roma,Funchal,101,Sim,Porão,Perdida,Frágil,Normal,963
2984,Nova Iorque,Dubai,Dubai,Funchal;Roma;London,70,Nao,Porão,Entregue,Normal,Atrasado,6808
2985,Dubai,Lisboa,Madrid,Madrid,18,Sim,Porão,Em trânsito,Normal,Atrasado,6255
2986,Madrid,Roma,Roma,,35,Nao,Porão,Entregue,Normal,Normal,2618
2987,Funchal,Sydney,Sydney,Madrid;Los Angeles;Bangkok,63,Nao,Porão,Entregue,Normal,Cancelado,9748
2988,Barcelona,Dubai,Nova Iorque,Rio de Janeiro;Nova Iorque;Los Angeles,21,Sim,Porão,Em trânsito,Normal,Normal,4856
2989,Rio de Janeiro,Porto,Funchal,Los Angeles;Lisboa;Bangkok,104,Sim,Porão,Perdida,Normal,Atrasado,4093
2990,Los Angeles,Tóquio,Roma,Roma,31,Sim,Porão,Em trânsito,Normal,Normal,3699
2991,Paris,Tóquio,Los Angeles,Los Angeles;Rio de Janeiro;Sydney,34,Sim,Porão,Em trânsito,Normal,Normal,8502
2992,Madrid,Barcelona,London,London,4,Sim,Cabine,Em trânsito,Normal,Normal,4502
2993,Lisboa,Nova Iorque,Nova Iorque,,19,Nao,Cabine,Entregue,Normal,Normal,2515
2994,Dubai,Los Angeles,Los Angeles,,69,Nao,Porão,Entregue,Normal,Cancelado,8686
2995,Bangkok,Sydney,Nova Iorque,Tóquio,152,Sim,Porão,Perdida,Frágil,Atrasado,7992
2996,Bangkok,Roma,Roma,London,36,Nao,Porão,Entregue,Valiosa,Normal,9870
2997,Porto,Sydney,Bangkok,,141,Sim,Porão,Perdida,Frágil,Normal,8431
2998,Sydney,Bangkok,Barcelona,Dubai;Lisboa,169,Sim,Porão,Perdida,Normal,Atrasado,1250
2999,Los Angeles,Rio de Janeiro,Rio de Janeiro,Lisboa,43,Nao,Cabine,Entregue,Frágil,Atrasado,1504
3000,Tóquio,Barcelona,London,Porto,114,Sim,Cabine,Perdida,Frágil,Atrasado,4100
3001,Roma,Paris,Lisboa,,173,Sim,Porão,Perdida,Normal,Atrasado,5247
3002,Bangkok,London,Paris,Paris;Roma,23,Sim,Porão,Em trânsito,Valiosa,Normal,1640
3003,Nova Iorque,Roma,São Paulo,Lisboa,149,Sim,Porão,Perdida,Frágil,Normal,6746
3004,Bangkok,São Paulo,São Paulo,,46,Nao,Porão,Entregue,Valiosa,Normal,8064
3005,Paris,Sydney,Los Angeles,Nova Iorque,183,Sim,Cabine,Perdida,Normal,Normal,176
3006,Rio de Janeiro,Nova Iorque,Nova Iorque,,32,Nao,Porão,Entregue,Valiosa,Atrasado,7868
3007,Lisboa,Los Angeles,Roma,Roma,56,Nao,Cabine,Entregue,Normal,Cancelado,868
3008,Bangkok,Madrid,Madrid,,52,Nao,Porão,Entregue,Valiosa,Atrasado,7190
3009,Rio de Janeiro,Dubai,Roma,Roma;Porto,22,Sim,Porão,Em trânsito,Normal,Atrasado,420
3010,Nova Iorque,Sydney,Sydney,Los Angeles,52,Nao,Porão,Entregue,Normal,Atrasado,2023
3011,Madrid,Bangkok,Tóquio,Rio de Janeiro;Tóquio;Nova Iorque,16,Sim,Cabine,Em trânsito,Normal,Atrasado,4870
3012,Paris,Los Angeles,Rio de Janeiro,Madrid;London;Roma,131,Sim,Cabine,Perdida,Frágil,Atrasado,844
3013,Nova Iorque,Porto,Porto,Lisboa,61,Nao,Porão,Entregue,Normal,Atrasado,7742
3014,Porto,Sydney,Roma,Roma,69,Nao,Porão,Entregue,Frágil,Cancelado,1359
3015,Paris,Porto,Porto,,25,Nao,Porão,Entregue,Frágil,Cancelado,6034
3016,Los Angeles,Porto,Funchal,Lisboa;Funchal;Nova Iorque,20,Nao,Porão,Entregue,Frágil,Cancelado,849
3017,Lisboa,Tóquio,São Paulo,São Paulo,62,Nao,Porão,Entregue,Frágil,Cancelado,3196
3018,Los Angeles,Funchal,Funchal,,12,Nao,Cabine,Entregue,Normal,Cancelado,6461
3019,Paris,São Paulo,Tóquio,Los Angeles;Dubai;Tóquio,33,Sim,Porão,Em trânsito,Normal,Normal,7819
3020,Funchal,Rio de Janeiro,Rio de Janeiro,London;São Paulo,64,Nao,Porão,Entregue,Normal,Normal,4848
3021,São Paulo,Lisboa,Bangkok,,150,Sim,Porão,Perdida,Frágil,Normal,6861
3022,Barcelona,Tóquio,Dubai,Paris;Dubai;Rio de Janeiro,23,Sim,Porão,Em trânsito,Normal,Normal,5924
3023,Rio de Janeiro,Sydney,Sydney,,29,Nao,Porão,Entregue,Normal,Cancelado,4690
3024,London,Nova Iorque,Nova Iorque,Bangkok;Funchal;São Paulo,18,Nao,Porão,Entregue,Normal,Normal,3666
3025,Nova Iorque,Los Angeles,Los Angeles,Barcelona;Bangkok,52,Nao,Porão,Entregue,Normal,Atrasado,2855
3026,Barcelona,Porto,Funchal,Funchal,67,Nao,Porão,Entregue,Valiosa,Cancelado,9474
3027,Roma,Paris,Paris,Los Angeles,70,Nao,Cabine,Entregue,Normal,Normal,1638
3028,Roma,São Paulo,Bangkok,Bangkok;Funchal,41,Sim,Porão,Em trânsito,Normal,Normal,4933
3029,Los Angeles,Lisboa,Lisboa,,46,Nao,Porão,Entregue,Normal,Normal,450
3030,Lisboa,Madrid,Madrid,Sydney;Dubai;Paris,57,Nao,Cabine,Entregue,Frágil,Atrasado,1990
3031,Sydney,Roma,Porto,Rio de Janeiro;Lisboa;Nova Iorque,166,Sim,Cabine,Perdida,Normal,Normal,2460
3032,Tóquio,Roma,Lisboa,Lisboa,13,Sim,Cabine,Em trânsito,Normal,Atrasado,9751
3033,Lisboa,Roma,Roma,,58,Nao,Porão,Entregue,Frágil,Cancelado,696
3034,Roma,São Paulo,Barcelona,Paris,180,Sim,Cabine,Perdida,Normal,Normal,4530
3035,Bangkok,Dubai,Dubai,Sydney;Roma,12,Nao,Cabine,Entregue,Normal,Atrasado,4218
3036,Barcelona,Roma,Los Angeles,Bangkok;Los Angeles;Dubai,14,Sim,Porão,Em trânsito,Frágil,Normal,8480
3037,Los Angeles,Funchal,Lisboa,Lisboa;São Paulo;Barcelona,15,Sim,Cabine,Em trânsito,Normal,Normal,898
3038,Los Angeles,Nova Iorque,São Paulo,Roma;Tóquio;Lisboa,187,Sim,Cabine,Perdida,Frágil,Normal,2879
